Customer ID,Customer_Segment,Order_Count,Customer_Type
16838.0,Potential Loyalists,2,Repeat Customer
16839.0,VIP / Champions,11,Repeat Customer
16840.0,At Risk,2,Repeat Customer
16841.0,Loyal Customers,6,Repeat Customer
16843.0,VIP / Champions,19,Repeat Customer
16844.0,Potential Loyalists,2,Repeat Customer
16845.0,At Risk,1,One-Time Customer
16846.0,Potential Loyalists,2,Repeat Customer
16847.0,At Risk,1,One-Time Customer
16848.0,VIP / Champions,3,Repeat Customer
16854.0,Loyal Customers,2,Repeat Customer
16856.0,Potential Loyalists,2,Repeat Customer
16857.0,At Risk,1,One-Time Customer
16858.0,VIP / Champions,10,Repeat Customer
16859.0,Loyal Customers,5,Repeat Customer
16860.0,Loyal Customers,3,Repeat Customer
16861.0,Loyal Customers,3,Repeat Customer
16862.0,Potential Loyalists,4,Repeat Customer
16863.0,Loyal Customers,2,Repeat Customer
16864.0,Potential Loyalists,2,Repeat Customer
16865.0,At Risk,1,One-Time Customer
16867.0,Lost / Hibernating,1,One-Time Customer
16868.0,Loyal Customers,3,Repeat Customer
16870.0,At Risk,1,One-Time Customer
16872.0,Loyal Customers,3,Repeat Customer
16873.0,VIP / Champions,6,Repeat Customer
16874.0,Potential Loyalists,1,One-Time Customer
16875.0,Loyal Customers,6,Repeat Customer
16876.0,At Risk,1,One-Time Customer
16880.0,At Risk,1,One-Time Customer
16883.0,VIP / Champions,18,Repeat Customer
16884.0,Potential Loyalists,2,Repeat Customer
16885.0,Potential Loyalists,1,One-Time Customer
16886.0,At Risk,1,One-Time Customer
16887.0,Potential Loyalists,2,Repeat Customer
16888.0,Loyal Customers,3,Repeat Customer
16889.0,Loyal Customers,3,Repeat Customer
16890.0,Potential Loyalists,3,Repeat Customer
16891.0,VIP / Champions,7,Repeat Customer
16892.0,At Risk,2,Repeat Customer
16893.0,Potential Loyalists,2,Repeat Customer
16894.0,Loyal Customers,3,Repeat Customer
16895.0,Potential Loyalists,4,Repeat Customer
16896.0,Lost / Hibernating,1,One-Time Customer
16898.0,Loyal Customers,3,Repeat Customer
16899.0,Loyal Customers,2,Repeat Customer
16901.0,Lost / Hibernating,1,One-Time Customer
16903.0,Loyal Customers,2,Repeat Customer
16904.0,VIP / Champions,7,Repeat Customer
16905.0,VIP / Champions,11,Repeat Customer
16906.0,Loyal Customers,3,Repeat Customer
16907.0,Loyal Customers,5,Repeat Customer
16908.0,At Risk,1,One-Time Customer
16911.0,At Risk,2,Repeat Customer
16912.0,Loyal Customers,4,Repeat Customer
16913.0,At Risk,2,Repeat Customer
16915.0,Loyal Customers,5,Repeat Customer
16916.0,Loyal Customers,3,Repeat Customer
16917.0,Potential Loyalists,1,One-Time Customer
16918.0,Loyal Customers,10,Repeat Customer
16919.0,VIP / Champions,14,Repeat Customer
16920.0,Potential Loyalists,1,One-Time Customer
16921.0,Potential Loyalists,2,Repeat Customer
16922.0,At Risk,1,One-Time Customer
16923.0,VIP / Champions,13,Repeat Customer
16925.0,At Risk,1,One-Time Customer
16926.0,VIP / Champions,5,Repeat Customer
16928.0,VIP / Champions,13,Repeat Customer
16931.0,Loyal Customers,3,Repeat Customer
16932.0,Potential Loyalists,2,Repeat Customer
16933.0,VIP / Champions,7,Repeat Customer
16934.0,Loyal Customers,4,Repeat Customer
16935.0,Loyal Customers,3,Repeat Customer
16936.0,Potential Loyalists,1,One-Time Customer
16937.0,At Risk,1,One-Time Customer
16938.0,VIP / Champions,5,Repeat Customer
16939.0,Potential Loyalists,3,Repeat Customer
16940.0,Loyal Customers,5,Repeat Customer
16941.0,Lost / Hibernating,1,One-Time Customer
16943.0,Potential Loyalists,2,Repeat Customer
16944.0,Lost / Hibernating,1,One-Time Customer
16945.0,VIP / Champions,14,Repeat Customer
16946.0,Loyal Customers,5,Repeat Customer
16947.0,Potential Loyalists,4,Repeat Customer
16948.0,Potential Loyalists,4,Repeat Customer
16950.0,VIP / Champions,8,Repeat Customer
16952.0,Potential Loyalists,3,Repeat Customer
16954.0,VIP / Champions,11,Repeat Customer
16955.0,Loyal Customers,4,Repeat Customer
16958.0,Potential Loyalists,1,One-Time Customer
16960.0,Loyal Customers,5,Repeat Customer
16961.0,Loyal Customers,2,Repeat Customer
16962.0,Potential Loyalists,1,One-Time Customer
16964.0,At Risk,2,Repeat Customer
16970.0,Lost / Hibernating,1,One-Time Customer
16972.0,Loyal Customers,2,Repeat Customer
16973.0,Potential Loyalists,1,One-Time Customer
16974.0,Potential Loyalists,2,Repeat Customer
16975.0,Loyal Customers,3,Repeat Customer
16977.0,Loyal Customers,4,Repeat Customer
16978.0,At Risk,2,Repeat Customer
16979.0,Loyal Customers,3,Repeat Customer
16980.0,Potential Loyalists,1,One-Time Customer
16983.0,VIP / Champions,5,Repeat Customer
16984.0,VIP / Champions,7,Repeat Customer
16985.0,VIP / Champions,13,Repeat Customer
16986.0,Loyal Customers,9,Repeat Customer
16987.0,Loyal Customers,4,Repeat Customer
16988.0,Potential Loyalists,1,One-Time Customer
16990.0,At Risk,1,One-Time Customer
16991.0,Potential Loyalists,1,One-Time Customer
16992.0,VIP / Champions,8,Repeat Customer
16993.0,Potential Loyalists,2,Repeat Customer
16996.0,Loyal Customers,3,Repeat Customer
16998.0,At Risk,1,One-Time Customer
17000.0,Potential Loyalists,2,Repeat Customer
17001.0,VIP / Champions,8,Repeat Customer
17002.0,Loyal Customers,4,Repeat Customer
17003.0,Loyal Customers,4,Repeat Customer
17004.0,Loyal Customers,2,Repeat Customer
17005.0,Potential Loyalists,2,Repeat Customer
17006.0,Loyal Customers,4,Repeat Customer
17007.0,At Risk,1,One-Time Customer
17008.0,At Risk,1,One-Time Customer
17009.0,Lost / Hibernating,1,One-Time Customer
17011.0,At Risk,2,Repeat Customer
17012.0,At Risk,1,One-Time Customer
17016.0,At Risk,1,One-Time Customer
17017.0,VIP / Champions,13,Repeat Customer
17018.0,Loyal Customers,4,Repeat Customer
17019.0,VIP / Champions,8,Repeat Customer
17020.0,Potential Loyalists,2,Repeat Customer
17021.0,Loyal Customers,6,Repeat Customer
17022.0,At Risk,1,One-Time Customer
17023.0,Loyal Customers,3,Repeat Customer
17025.0,VIP / Champions,4,Repeat Customer
17026.0,Potential Loyalists,2,Repeat Customer
17027.0,Potential Loyalists,3,Repeat Customer
17028.0,Potential Loyalists,3,Repeat Customer
17029.0,Loyal Customers,5,Repeat Customer
17031.0,VIP / Champions,4,Repeat Customer
17032.0,Loyal Customers,8,Repeat Customer
17033.0,Potential Loyalists,1,One-Time Customer
17034.0,Potential Loyalists,2,Repeat Customer
17035.0,At Risk,2,Repeat Customer
17036.0,Potential Loyalists,1,One-Time Customer
17038.0,Potential Loyalists,1,One-Time Customer
17039.0,Potential Loyalists,1,One-Time Customer
17040.0,Lost / Hibernating,1,One-Time Customer
17041.0,Loyal Customers,3,Repeat Customer
17043.0,Loyal Customers,4,Repeat Customer
17044.0,VIP / Champions,11,Repeat Customer
17045.0,Loyal Customers,2,Repeat Customer
17046.0,Loyal Customers,4,Repeat Customer
17047.0,Loyal Customers,3,Repeat Customer
17048.0,Loyal Customers,4,Repeat Customer
17049.0,VIP / Champions,10,Repeat Customer
17050.0,VIP / Champions,5,Repeat Customer
17051.0,Potential Loyalists,3,Repeat Customer
17055.0,At Risk,1,One-Time Customer
17056.0,Lost / Hibernating,1,One-Time Customer
17057.0,At Risk,1,One-Time Customer
17059.0,VIP / Champions,5,Repeat Customer
17062.0,Loyal Customers,4,Repeat Customer
17063.0,VIP / Champions,6,Repeat Customer
17065.0,At Risk,2,Repeat Customer
17066.0,Lost / Hibernating,1,One-Time Customer
17067.0,Potential Loyalists,3,Repeat Customer
17068.0,VIP / Champions,27,Repeat Customer
17069.0,VIP / Champions,6,Repeat Customer
17070.0,At Risk,1,One-Time Customer
17071.0,Loyal Customers,4,Repeat Customer
17072.0,At Risk,1,One-Time Customer
17074.0,Lost / Hibernating,1,One-Time Customer
17075.0,Loyal Customers,6,Repeat Customer
17076.0,Loyal Customers,3,Repeat Customer
17077.0,At Risk,1,One-Time Customer
17080.0,Loyal Customers,5,Repeat Customer
17081.0,Loyal Customers,4,Repeat Customer
17082.0,VIP / Champions,4,Repeat Customer
17083.0,VIP / Champions,6,Repeat Customer
17084.0,Loyal Customers,1,One-Time Customer
17085.0,VIP / Champions,23,Repeat Customer
17087.0,Lost / Hibernating,1,One-Time Customer
17089.0,Potential Loyalists,1,One-Time Customer
17090.0,VIP / Champions,6,Repeat Customer
17091.0,VIP / Champions,11,Repeat Customer
17092.0,Loyal Customers,7,Repeat Customer
17093.0,Lost / Hibernating,1,One-Time Customer
17094.0,At Risk,1,One-Time Customer
17095.0,Loyal Customers,4,Repeat Customer
17096.0,VIP / Champions,7,Repeat Customer
17097.0,Loyal Customers,2,Repeat Customer
17098.0,Loyal Customers,3,Repeat Customer
17099.0,Potential Loyalists,1,One-Time Customer
17101.0,Loyal Customers,3,Repeat Customer
17103.0,At Risk,1,One-Time Customer
17104.0,Potential Loyalists,1,One-Time Customer
17106.0,Potential Loyalists,1,One-Time Customer
17107.0,VIP / Champions,4,Repeat Customer
17108.0,Lost / Hibernating,1,One-Time Customer
17109.0,Potential Loyalists,2,Repeat Customer
17110.0,Potential Loyalists,2,Repeat Customer
17111.0,At Risk,1,One-Time Customer
17112.0,At Risk,1,One-Time Customer
17113.0,Loyal Customers,6,Repeat Customer
17115.0,Potential Loyalists,4,Repeat Customer
17116.0,At Risk,1,One-Time Customer
17121.0,Potential Loyalists,1,One-Time Customer
17122.0,Loyal Customers,3,Repeat Customer
17123.0,Potential Loyalists,2,Repeat Customer
17126.0,Loyal Customers,4,Repeat Customer
17127.0,Loyal Customers,5,Repeat Customer
17129.0,At Risk,1,One-Time Customer
17132.0,Potential Loyalists,2,Repeat Customer
17133.0,Loyal Customers,5,Repeat Customer
17134.0,At Risk,1,One-Time Customer
17135.0,Loyal Customers,4,Repeat Customer
17136.0,Lost / Hibernating,1,One-Time Customer
17137.0,Loyal Customers,6,Repeat Customer
17138.0,VIP / Champions,6,Repeat Customer
17139.0,VIP / Champions,13,Repeat Customer
17141.0,Loyal Customers,4,Repeat Customer
17142.0,Loyal Customers,3,Repeat Customer
17143.0,Potential Loyalists,2,Repeat Customer
17145.0,Loyal Customers,4,Repeat Customer
17146.0,VIP / Champions,10,Repeat Customer
17147.0,Loyal Customers,5,Repeat Customer
17149.0,At Risk,1,One-Time Customer
17150.0,VIP / Champions,6,Repeat Customer
17151.0,Lost / Hibernating,1,One-Time Customer
17152.0,Potential Loyalists,1,One-Time Customer
17155.0,Potential Loyalists,5,Repeat Customer
17156.0,Potential Loyalists,1,One-Time Customer
17157.0,Loyal Customers,17,Repeat Customer
17158.0,Potential Loyalists,2,Repeat Customer
17159.0,Potential Loyalists,2,Repeat Customer
17160.0,VIP / Champions,11,Repeat Customer
17161.0,Potential Loyalists,1,One-Time Customer
17163.0,Potential Loyalists,2,Repeat Customer
17165.0,Loyal Customers,5,Repeat Customer
17167.0,Loyal Customers,3,Repeat Customer
17168.0,At Risk,1,One-Time Customer
17169.0,At Risk,1,One-Time Customer
17170.0,Potential Loyalists,2,Repeat Customer
17171.0,Lost / Hibernating,1,One-Time Customer
17172.0,Potential Loyalists,2,Repeat Customer
17176.0,Potential Loyalists,2,Repeat Customer
17177.0,At Risk,1,One-Time Customer
17178.0,At Risk,1,One-Time Customer
17179.0,Loyal Customers,3,Repeat Customer
17180.0,Loyal Customers,7,Repeat Customer
17181.0,Potential Loyalists,2,Repeat Customer
17182.0,Potential Loyalists,2,Repeat Customer
17184.0,At Risk,2,Repeat Customer
17185.0,At Risk,3,Repeat Customer
17187.0,At Risk,1,One-Time Customer
17188.0,Loyal Customers,6,Repeat Customer
17189.0,Potential Loyalists,3,Repeat Customer
17190.0,Loyal Customers,5,Repeat Customer
17191.0,VIP / Champions,11,Repeat Customer
17192.0,At Risk,1,One-Time Customer
17193.0,Loyal Customers,2,Repeat Customer
17194.0,Potential Loyalists,1,One-Time Customer
17195.0,At Risk,1,One-Time Customer
17196.0,Potential Loyalists,1,One-Time Customer
17198.0,Loyal Customers,2,Repeat Customer
17199.0,Lost / Hibernating,1,One-Time Customer
17200.0,Loyal Customers,4,Repeat Customer
17201.0,Potential Loyalists,3,Repeat Customer
17202.0,At Risk,1,One-Time Customer
17203.0,Loyal Customers,4,Repeat Customer
17204.0,VIP / Champions,5,Repeat Customer
17205.0,Potential Loyalists,2,Repeat Customer
17207.0,At Risk,1,One-Time Customer
17208.0,Potential Loyalists,1,One-Time Customer
17209.0,Potential Loyalists,3,Repeat Customer
17210.0,Potential Loyalists,1,One-Time Customer
17211.0,VIP / Champions,6,Repeat Customer
17212.0,Potential Loyalists,2,Repeat Customer
17213.0,VIP / Champions,7,Repeat Customer
17215.0,At Risk,1,One-Time Customer
17216.0,Lost / Hibernating,1,One-Time Customer
17217.0,Lost / Hibernating,1,One-Time Customer
17218.0,VIP / Champions,9,Repeat Customer
17219.0,At Risk,1,One-Time Customer
17220.0,Loyal Customers,7,Repeat Customer
17221.0,Potential Loyalists,3,Repeat Customer
17222.0,Loyal Customers,5,Repeat Customer
17223.0,Loyal Customers,2,Repeat Customer
17224.0,At Risk,1,One-Time Customer
17225.0,Lost / Hibernating,1,One-Time Customer
17226.0,Potential Loyalists,2,Repeat Customer
17227.0,VIP / Champions,7,Repeat Customer
17228.0,VIP / Champions,7,Repeat Customer
17230.0,Loyal Customers,10,Repeat Customer
17231.0,VIP / Champions,15,Repeat Customer
17233.0,Potential Loyalists,2,Repeat Customer
17235.0,VIP / Champions,7,Repeat Customer
17236.0,Loyal Customers,6,Repeat Customer
17237.0,Loyal Customers,2,Repeat Customer
17238.0,VIP / Champions,17,Repeat Customer
17239.0,Loyal Customers,3,Repeat Customer
17240.0,Lost / Hibernating,1,One-Time Customer
17241.0,VIP / Champions,12,Repeat Customer
17242.0,Loyal Customers,3,Repeat Customer
17243.0,VIP / Champions,44,Repeat Customer
17244.0,Loyal Customers,4,Repeat Customer
17245.0,Lost / Hibernating,1,One-Time Customer
17246.0,At Risk,2,Repeat Customer
17248.0,At Risk,1,One-Time Customer
17249.0,At Risk,1,One-Time Customer
17251.0,Loyal Customers,2,Repeat Customer
17254.0,At Risk,1,One-Time Customer
17255.0,Potential Loyalists,2,Repeat Customer
17256.0,Potential Loyalists,3,Repeat Customer
17257.0,At Risk,2,Repeat Customer
17258.0,Potential Loyalists,2,Repeat Customer
17259.0,VIP / Champions,5,Repeat Customer
17260.0,At Risk,1,One-Time Customer
17261.0,At Risk,1,One-Time Customer
17262.0,VIP / Champions,7,Repeat Customer
17264.0,Potential Loyalists,1,One-Time Customer
17266.0,At Risk,2,Repeat Customer
17268.0,Loyal Customers,7,Repeat Customer
17269.0,Potential Loyalists,1,One-Time Customer
17270.0,Potential Loyalists,2,Repeat Customer
17271.0,Lost / Hibernating,1,One-Time Customer
17273.0,At Risk,1,One-Time Customer
17274.0,Potential Loyalists,1,One-Time Customer
17275.0,Potential Loyalists,1,One-Time Customer
17276.0,Potential Loyalists,1,One-Time Customer
17278.0,Lost / Hibernating,1,One-Time Customer
17280.0,At Risk,1,One-Time Customer
17281.0,VIP / Champions,6,Repeat Customer
17282.0,Potential Loyalists,2,Repeat Customer
17283.0,Potential Loyalists,1,One-Time Customer
17284.0,Loyal Customers,2,Repeat Customer
17285.0,At Risk,2,Repeat Customer
17286.0,Potential Loyalists,2,Repeat Customer
17287.0,VIP / Champions,16,Repeat Customer
17288.0,Loyal Customers,4,Repeat Customer
17289.0,VIP / Champions,6,Repeat Customer
17290.0,Loyal Customers,6,Repeat Customer
17292.0,Potential Loyalists,2,Repeat Customer
17293.0,VIP / Champions,8,Repeat Customer
17294.0,At Risk,2,Repeat Customer
17296.0,At Risk,1,One-Time Customer
17298.0,Loyal Customers,3,Repeat Customer
17299.0,Potential Loyalists,2,Repeat Customer
17300.0,Potential Loyalists,2,Repeat Customer
17301.0,Lost / Hibernating,1,One-Time Customer
17304.0,At Risk,1,One-Time Customer
17305.0,Potential Loyalists,1,One-Time Customer
17306.0,Loyal Customers,2,Repeat Customer
17307.0,VIP / Champions,11,Repeat Customer
17308.0,Loyal Customers,2,Repeat Customer
17309.0,Potential Loyalists,2,Repeat Customer
17310.0,Loyal Customers,2,Repeat Customer
17311.0,VIP / Champions,4,Repeat Customer
17314.0,VIP / Champions,9,Repeat Customer
17315.0,VIP / Champions,5,Repeat Customer
17316.0,At Risk,1,One-Time Customer
17318.0,Lost / Hibernating,1,One-Time Customer
17319.0,Lost / Hibernating,1,One-Time Customer
17320.0,VIP / Champions,4,Repeat Customer
17321.0,Loyal Customers,4,Repeat Customer
17322.0,Loyal Customers,5,Repeat Customer
17323.0,Loyal Customers,5,Repeat Customer
17324.0,VIP / Champions,9,Repeat Customer
17325.0,Potential Loyalists,2,Repeat Customer
17326.0,Potential Loyalists,2,Repeat Customer
17327.0,Potential Loyalists,2,Repeat Customer
17328.0,Lost / Hibernating,1,One-Time Customer
17329.0,Potential Loyalists,3,Repeat Customer
17330.0,At Risk,2,Repeat Customer
17332.0,Potential Loyalists,5,Repeat Customer
17334.0,Potential Loyalists,1,One-Time Customer
17335.0,Potential Loyalists,2,Repeat Customer
17336.0,At Risk,1,One-Time Customer
17338.0,VIP / Champions,9,Repeat Customer
17339.0,Potential Loyalists,2,Repeat Customer
17340.0,VIP / Champions,8,Repeat Customer
17341.0,VIP / Champions,3,Repeat Customer
17342.0,VIP / Champions,4,Repeat Customer
17343.0,VIP / Champions,5,Repeat Customer
17344.0,At Risk,1,One-Time Customer
17345.0,VIP / Champions,6,Repeat Customer
17346.0,VIP / Champions,12,Repeat Customer
17348.0,Loyal Customers,4,Repeat Customer
17349.0,Loyal Customers,4,Repeat Customer
17350.0,Loyal Customers,3,Repeat Customer
17351.0,Loyal Customers,9,Repeat Customer
17352.0,Lost / Hibernating,1,One-Time Customer
17353.0,Potential Loyalists,2,Repeat Customer
17354.0,Loyal Customers,3,Repeat Customer
17355.0,Potential Loyalists,1,One-Time Customer
17356.0,Potential Loyalists,4,Repeat Customer
17358.0,Loyal Customers,3,Repeat Customer
17359.0,Lost / Hibernating,1,One-Time Customer
17360.0,Loyal Customers,3,Repeat Customer
17361.0,At Risk,2,Repeat Customer
17362.0,Loyal Customers,5,Repeat Customer
17363.0,Loyal Customers,3,Repeat Customer
17364.0,VIP / Champions,17,Repeat Customer
17365.0,VIP / Champions,7,Repeat Customer
17366.0,Loyal Customers,2,Repeat Customer
17368.0,VIP / Champions,6,Repeat Customer
17369.0,Potential Loyalists,1,One-Time Customer
17371.0,At Risk,3,Repeat Customer
17372.0,VIP / Champions,20,Repeat Customer
17373.0,Loyal Customers,3,Repeat Customer
17374.0,Potential Loyalists,1,One-Time Customer
17375.0,Potential Loyalists,1,One-Time Customer
17376.0,Potential Loyalists,2,Repeat Customer
17377.0,VIP / Champions,60,Repeat Customer
17378.0,Potential Loyalists,1,One-Time Customer
17380.0,Loyal Customers,3,Repeat Customer
17381.0,VIP / Champions,12,Repeat Customer
17382.0,Loyal Customers,7,Repeat Customer
17383.0,At Risk,1,One-Time Customer
17384.0,At Risk,1,One-Time Customer
17386.0,Potential Loyalists,1,One-Time Customer
17388.0,Loyal Customers,7,Repeat Customer
17389.0,VIP / Champions,27,Repeat Customer
17390.0,At Risk,1,One-Time Customer
17392.0,At Risk,1,One-Time Customer
17393.0,Potential Loyalists,2,Repeat Customer
17395.0,At Risk,1,One-Time Customer
17396.0,VIP / Champions,7,Repeat Customer
17397.0,Potential Loyalists,1,One-Time Customer
17400.0,Loyal Customers,3,Repeat Customer
17401.0,Lost / Hibernating,1,One-Time Customer
17402.0,VIP / Champions,12,Repeat Customer
17403.0,At Risk,1,One-Time Customer
17404.0,VIP / Champions,8,Repeat Customer
17406.0,VIP / Champions,11,Repeat Customer
17407.0,Potential Loyalists,1,One-Time Customer
17408.0,Potential Loyalists,2,Repeat Customer
17409.0,VIP / Champions,8,Repeat Customer
17411.0,Loyal Customers,2,Repeat Customer
17412.0,VIP / Champions,10,Repeat Customer
17413.0,Potential Loyalists,2,Repeat Customer
17414.0,Loyal Customers,4,Repeat Customer
17416.0,VIP / Champions,15,Repeat Customer
17417.0,Lost / Hibernating,1,One-Time Customer
17418.0,Potential Loyalists,1,One-Time Customer
17419.0,VIP / Champions,8,Repeat Customer
17420.0,Loyal Customers,4,Repeat Customer
17421.0,Loyal Customers,3,Repeat Customer
17422.0,Loyal Customers,5,Repeat Customer
17423.0,Potential Loyalists,1,One-Time Customer
17426.0,Loyal Customers,7,Repeat Customer
17428.0,VIP / Champions,18,Repeat Customer
17429.0,Loyal Customers,2,Repeat Customer
17430.0,Loyal Customers,3,Repeat Customer
17432.0,VIP / Champions,7,Repeat Customer
17433.0,Potential Loyalists,1,One-Time Customer
17435.0,Potential Loyalists,1,One-Time Customer
17436.0,Potential Loyalists,3,Repeat Customer
17437.0,At Risk,1,One-Time Customer
17438.0,Loyal Customers,4,Repeat Customer
17439.0,At Risk,1,One-Time Customer
17440.0,Lost / Hibernating,1,One-Time Customer
17441.0,At Risk,1,One-Time Customer
17442.0,VIP / Champions,9,Repeat Customer
17448.0,Loyal Customers,46,Repeat Customer
17449.0,VIP / Champions,6,Repeat Customer
17450.0,VIP / Champions,7,Repeat Customer
17454.0,Loyal Customers,6,Repeat Customer
17456.0,Loyal Customers,2,Repeat Customer
17457.0,VIP / Champions,9,Repeat Customer
17458.0,Potential Loyalists,1,One-Time Customer
17460.0,VIP / Champions,12,Repeat Customer
17463.0,Potential Loyalists,2,Repeat Customer
17464.0,Potential Loyalists,2,Repeat Customer
17465.0,VIP / Champions,7,Repeat Customer
17467.0,Potential Loyalists,1,One-Time Customer
17468.0,Potential Loyalists,1,One-Time Customer
17469.0,VIP / Champions,12,Repeat Customer
17470.0,VIP / Champions,7,Repeat Customer
17471.0,At Risk,1,One-Time Customer
17472.0,Lost / Hibernating,1,One-Time Customer
17473.0,Potential Loyalists,2,Repeat Customer
17474.0,Potential Loyalists,1,One-Time Customer
17476.0,Potential Loyalists,2,Repeat Customer
17477.0,Potential Loyalists,2,Repeat Customer
17478.0,Loyal Customers,2,Repeat Customer
17479.0,At Risk,1,One-Time Customer
17480.0,At Risk,1,One-Time Customer
17482.0,Potential Loyalists,2,Repeat Customer
17483.0,At Risk,1,One-Time Customer
17484.0,At Risk,2,Repeat Customer
17487.0,Lost / Hibernating,1,One-Time Customer
17488.0,At Risk,1,One-Time Customer
17490.0,Loyal Customers,2,Repeat Customer
17491.0,VIP / Champions,8,Repeat Customer
17492.0,Potential Loyalists,2,Repeat Customer
17493.0,Potential Loyalists,1,One-Time Customer
17494.0,At Risk,1,One-Time Customer
17495.0,Potential Loyalists,1,One-Time Customer
17496.0,Potential Loyalists,3,Repeat Customer
17497.0,Potential Loyalists,2,Repeat Customer
17499.0,At Risk,1,One-Time Customer
17504.0,VIP / Champions,9,Repeat Customer
17505.0,Potential Loyalists,3,Repeat Customer
17508.0,VIP / Champions,7,Repeat Customer
17510.0,At Risk,1,One-Time Customer
17511.0,VIP / Champions,31,Repeat Customer
17512.0,Loyal Customers,8,Repeat Customer
17513.0,Potential Loyalists,2,Repeat Customer
17514.0,At Risk,1,One-Time Customer
17515.0,Loyal Customers,5,Repeat Customer
17516.0,Potential Loyalists,1,One-Time Customer
17518.0,Potential Loyalists,2,Repeat Customer
17519.0,VIP / Champions,10,Repeat Customer
17521.0,Loyal Customers,2,Repeat Customer
17524.0,Potential Loyalists,2,Repeat Customer
17525.0,Loyal Customers,2,Repeat Customer
17526.0,VIP / Champions,9,Repeat Customer
17529.0,Potential Loyalists,2,Repeat Customer
17530.0,Loyal Customers,3,Repeat Customer
17531.0,Potential Loyalists,2,Repeat Customer
17532.0,Potential Loyalists,1,One-Time Customer
17533.0,At Risk,1,One-Time Customer
17534.0,Loyal Customers,4,Repeat Customer
17536.0,Potential Loyalists,2,Repeat Customer
17539.0,Potential Loyalists,4,Repeat Customer
17540.0,Loyal Customers,4,Repeat Customer
17541.0,At Risk,1,One-Time Customer
17542.0,At Risk,2,Repeat Customer
17543.0,Lost / Hibernating,1,One-Time Customer
17544.0,Loyal Customers,3,Repeat Customer
17545.0,Loyal Customers,3,Repeat Customer
17547.0,Loyal Customers,2,Repeat Customer
17548.0,Loyal Customers,3,Repeat Customer
17550.0,VIP / Champions,6,Repeat Customer
17552.0,VIP / Champions,10,Repeat Customer
17553.0,Loyal Customers,3,Repeat Customer
17555.0,Loyal Customers,3,Repeat Customer
17556.0,Potential Loyalists,1,One-Time Customer
17557.0,Lost / Hibernating,1,One-Time Customer
17558.0,Potential Loyalists,1,One-Time Customer
17559.0,At Risk,1,One-Time Customer
17560.0,Loyal Customers,4,Repeat Customer
17561.0,Loyal Customers,3,Repeat Customer
17563.0,At Risk,2,Repeat Customer
17565.0,Lost / Hibernating,1,One-Time Customer
17567.0,Loyal Customers,2,Repeat Customer
17568.0,At Risk,1,One-Time Customer
17570.0,Potential Loyalists,1,One-Time Customer
17571.0,Lost / Hibernating,1,One-Time Customer
17572.0,Loyal Customers,7,Repeat Customer
17575.0,Lost / Hibernating,1,One-Time Customer
17576.0,VIP / Champions,23,Repeat Customer
17577.0,At Risk,2,Repeat Customer
17578.0,Loyal Customers,6,Repeat Customer
17579.0,At Risk,1,One-Time Customer
17580.0,Loyal Customers,2,Repeat Customer
17581.0,VIP / Champions,20,Repeat Customer
17582.0,Loyal Customers,4,Repeat Customer
17583.0,Lost / Hibernating,1,One-Time Customer
17584.0,Loyal Customers,4,Repeat Customer
17585.0,Potential Loyalists,3,Repeat Customer
17586.0,Lost / Hibernating,1,One-Time Customer
17587.0,Lost / Hibernating,1,One-Time Customer
17588.0,Loyal Customers,4,Repeat Customer
17589.0,VIP / Champions,14,Repeat Customer
17591.0,Loyal Customers,2,Repeat Customer
17592.0,Lost / Hibernating,1,One-Time Customer
17593.0,VIP / Champions,6,Repeat Customer
17594.0,Potential Loyalists,2,Repeat Customer
17596.0,VIP / Champions,7,Repeat Customer
17597.0,Loyal Customers,4,Repeat Customer
17598.0,Potential Loyalists,1,One-Time Customer
17599.0,At Risk,1,One-Time Customer
17601.0,Potential Loyalists,1,One-Time Customer
17602.0,Loyal Customers,8,Repeat Customer
17603.0,Potential Loyalists,3,Repeat Customer
17604.0,Loyal Customers,4,Repeat Customer
17605.0,Lost / Hibernating,1,One-Time Customer
17606.0,Lost / Hibernating,1,One-Time Customer
17607.0,Potential Loyalists,1,One-Time Customer
17608.0,Potential Loyalists,2,Repeat Customer
17609.0,Loyal Customers,6,Repeat Customer
17610.0,Loyal Customers,5,Repeat Customer
17611.0,VIP / Champions,13,Repeat Customer
17612.0,VIP / Champions,12,Repeat Customer
17615.0,Loyal Customers,3,Repeat Customer
17616.0,Loyal Customers,2,Repeat Customer
17617.0,At Risk,1,One-Time Customer
17618.0,VIP / Champions,8,Repeat Customer
17621.0,Loyal Customers,3,Repeat Customer
17622.0,Potential Loyalists,2,Repeat Customer
17623.0,Loyal Customers,6,Repeat Customer
17624.0,Potential Loyalists,2,Repeat Customer
17625.0,Loyal Customers,4,Repeat Customer
17626.0,At Risk,1,One-Time Customer
17627.0,At Risk,1,One-Time Customer
17629.0,Loyal Customers,2,Repeat Customer
17631.0,Loyal Customers,4,Repeat Customer
17633.0,Loyal Customers,3,Repeat Customer
17635.0,Loyal Customers,3,Repeat Customer
17638.0,Potential Loyalists,2,Repeat Customer
17639.0,Loyal Customers,5,Repeat Customer
17640.0,VIP / Champions,5,Repeat Customer
17642.0,Loyal Customers,3,Repeat Customer
17643.0,Loyal Customers,2,Repeat Customer
17644.0,VIP / Champions,9,Repeat Customer
17646.0,VIP / Champions,10,Repeat Customer
