StockCode,Description,Sales Amount
84247H,PACK/12 DECOUPAGE CARD,109.13000000000001
20836,FRENCH PAISLEY CUSHION COVER,108.9
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,108.75
22346,PARTY PIZZA DISH GREEN POLKADOT,108.71
47471,RAINBOW PEGS PHOTO CLIP STRING,108.63000000000001
22068, BLACK PIRATE TREASURE CHEST,108.47999999999999
20816,GOLD FLOWER CUSHION COVER ,108.0
35816P,"ACRYLIC JEWEL ANGEL,PINK",107.79
84558a,3D DOG PICTURE PLAYING CARDS,107.68
72753C,S/3 FLWR FAIRY ROSE CANDLES,107.68
16206B,RED PURSE WITH PINK HEART,107.65
90030B,RED KUKUI COCONUT SEED NECKLACE,107.29
72812,LARGE ZINC GLASS CANDLEHOLDER,107.17
35840,FLAT GLASS  BAUBLE WHITE FLOCK ,107.13
90214A,"LETTER ""A"" BLING KEY RING",107.09
84509c,SET OF 4 POLKADOT PLACEMATS ,106.68
90186B,CRYSTAL HOOP EARRING FLORAL LEAF,106.64000000000001
84562B,BLUE/WHITE RIBBED MELAMINE JUG,106.59
48103,DOORMAT KISS MY.......,106.58
90185A,AMBER DIAMANTE EXPANDABLE RING,106.5
35096B,RED VICTORIAN FABRIC HEART BOX,106.49000000000001
90129F,RED GLASS TASSLE BAG CHARM,106.48
79191D,RETRO PLASTIC DAISY TRAY,106.25999999999999
22445,PENCIL CASE GINGHAM FOREST,106.20000000000002
44235,ASS COL CIRCLE MOBILE ,105.89999999999999
84867A,PINK BABY GIRLS PHOTO ALBUM,105.82000000000001
10120,DOGGY RUBBER,105.57
84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,105.39999999999999
22433,WATERING CAN PINK BUNNY,105.3
72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,105.25
16169D,WRAP WINTER FOREST,105.0
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,104.76
84531A,PINK KNITTED EGG COSY,104.36999999999999
20838,FRENCH LATTICE CUSHION COVER ,104.35000000000001
21118,SHOPPING BAG DOORSTOP,104.25
72051S,BAG OF SILVER STONES,103.88
90210D,PURPLE ACRYLIC FACETED BANGLE,103.68
90214L,"LETTER ""L"" BLING KEY RING",103.57
21337,SILVER WASHBAG,103.53000000000002
17038,PORCELAIN BUDAH INCENSE HOLDER,103.45
84723,CHERRY BLOSSOM CANVAS ART PICTURE,103.35000000000001
35594,WOODEN CHRISTMAS TREE 3 HANGING,103.06
22859,EASTER TIN BUNNY BOUQUET,102.6
17014A,ORIGAMI VANILLA INCENSE CONES,102.29999999999998
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,102.15
84968e,S/16 VINTAGE BLACK CUTLERY,101.96
90199D,5 STRAND GLASS NECKLACE AMBER,101.66
90123B,TURQUOISE HEART OF GLASS BRACELET,101.27000000000001
90114,SUMMER DAISIES BAG CHARM,101.24
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,101.08000000000001
85050,FRENCH ENAMEL SOAP DISH WITH LID,100.80000000000001
DCGSSBOY,BOYS PARTY BAG,100.8
90214K,"LETTER ""K"" BLING KEY RING",100.65
78027,SEAGRASS S/2 CORNER LAUNDRY ,100.15
84462,3 PINK HEN+CHICKS IN BASKET,99.86
90164A,PINK ROSEBUD PEARL BRACELET,99.72
90214C,"LETTER ""C"" BLING KEY RING",99.51
37471,MULTICOLOUR DOTS PLATE,99.02
22736,"RIBBON REEL, MAKING SNOWMEN ",99.0
21266,VINTAGE SILVER TINSEL REEL,98.9
22678,FRENCH BLUE METAL DOOR SIGN 3,98.88
22878,"NUMBER TILE COTTAGE GARDEN, No",98.72000000000001
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,97.97999999999999
84705D,CHERRY BLOSSOM PHOTO FRAME ,97.9
90160A,PURPLE BOUDICCA LARGE BRACELET,97.57000000000001
90150,BLUE SHELL+SILVER NECKLACE,97.5
22937,BAKING MOULD CHOCOLATE CUPCAKES,96.89999999999999
90214M,"LETTER ""M"" BLING KEY RING",96.35
90040C,MURANO STYLE GLASS BRACELET GOLD,96.14
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,95.75999999999999
47481,50CM METAL STRING WITH  7 CLIPS,95.74
48103,DOOR MAT KISS MY.......,95.15
21394,RED POLKADOT BEAKER ,95.10999999999999
84926A,WAKE UP COCKEREL TILE COASTER,95.07
72606A,BROWN ANTIQUE CUBE CANDLE,94.92
84927F,PSYCHEDELIC TILE HOOK,94.58
21880,RED RETROSPOT TAPE,94.53
20861,GOLD COSMETIC BAG PINK STAR,94.5
90190B,GOLD/AMBER DROP EARRINGS W LEAF,94.4
21241,GREEN POLKADOT CUP,94.35
21367,MIRRORED WALL ART GENTS,94.21
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,93.85
84926D,LA PALMIERA TILE COASTER,93.82
22432,WATERING CAN GREEN DINOSAUR,93.6
84231,EASTER BUNNY WITH BASKET ON BACK,93.58
16219,HOUSE SHAPE PENCIL SHARPENER,93.53
21087,SET/6 POSIES PAPER CUPS,93.51
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,93.39
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,93.17
81950B,FLOWER BLUE CLOCK W/SUCKER,93.1
35610A,PINK CHRISTMAS FLOCK DROPLET ,92.92
90072,RUBY DROP CHANDELIER EARRINGS,92.89
84753A,PINK EAU DE COLOGNE BOTTLE,92.16999999999999
84199,GLOW IN DARK DOLPHINS,92.1
21343,GOLD JEWELERY BOX,92.00000000000001
22246,MAGIC GARDEN FELT GARLAND ,92.0
85232b,SET OF 3 BABUSHKA STACKING TINS,91.53
84927A,WAKE UP COCKEREL TILE HOOK,91.37
90214E,"LETTER ""E"" BLING KEY RING",91.17999999999999
84437A,S/6 PINK EASTER DECS IN BOX,90.94999999999999
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,90.72
81952V,ROUND PURPLE CLOCK W/SUCKER,90.52
84984C,ORIENTAL BLUE C/COVER ,89.59
17013C,ORIGAMI LAVENDER INCENSE IN TUBE,89.46000000000001
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,89.25
90112,PINK DOLLY HAIR CLIPS,89.15
47598,NEW ENGLAND EGG WARMER,89.12
90199A,5 STRAND GLASS NECKLACE BLACK,88.94
20660,VIP LUGGAGE TAG ,88.75
37342,POLKADOT COFFEE CUP & SAUCER PINK,88.61
90104,PURPLE FRANGIPANI HAIRCLIP,88.27
85114c,RED ENCHANTED FOREST PLACEMAT,88.06
35651,VINTAGE BEAD PINK SCARF ,87.91
84629,WHITE 3 FRAME BIRDS AND TREE ,87.8
84721,MANHATTAN CANVAS ART PICTURE,87.8
90039D,FIRE POLISHED GLASS BRACELET GREEN,87.78
22686,FRENCH BLUE METAL DOOR SIGN No,87.59
84891B,GREEN WIRE GOBLET CANDLEHOLDER,87.45
37462B,"PET MUG, BUDGIE",87.28
35822B,"ACRYLIC BEAD CHAIN, BLUE",87.02
90088,CRYSTAL KEY+LOCK PHONE CHARM,86.69999999999999
84424A,FOUR PICTURE WHITE GLASS FRAME,86.25
35819B,"ACRYLIC HANGING JEWEL,BLUE",86.25
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,86.22
84531B,BLUE KNITTED EGG COSY,86.2
gift_0001_50,Dotcomgiftshop Gift Voucher £50.00,86.03
35271S,GOLD PRINT PAPER BAG,85.97
90092,BLUE CRYSTAL BOOT PHONE CHARM,85.85
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,85.83
90162B,ANT SILVER LIME GREEN BOUDICCA RING,85.55000000000001
84454,WOBBLING METAL CHICKEN EASTER,85.53
85132a,CHARLIE + LOLA BISCUITS TINS,85.39
85099c,JUMBO  BAG BAROQUE BLACK WHITE,85.17
90166,PINK & WHITE ROSEBUD RING,85.14
90116,FRUIT SALAD BAG CHARM,85.02
22844,"DOG FOOD CONTAINER , VINTAGE",85.0
35838B,S/6 SILVER ORNAMENETAL CANDLE,85.0
16248B,BLUE HOLE PUNCH,85.0
17027A,INCENSE BAZAAR CANNABIS,84.84
46775B,BERRIES CHUNKY KNITTED THROW ,84.75
16051,TEATIME PENCIL W STAMP ASST,84.69
21400,RED PUDDING SPOON,84.44
90165B,WHITE ROSEBUD  PEARL EARRINGS,84.22
35911B,PINK/FLOWER RABBIT EGG WARMER ,84.0
84251F,"GREETING CARD, RITA",83.97
90179C,BLACK FINE BEAD NECKLACE W TASSEL,83.29
22928,YELLOW GIANT GARDEN THERMOMETER,83.27
82605,OLD DOC.RUSSEL METAL SIGN,82.94
79144B,PAINTED LIGHTBULB STAR+ MOON,82.84
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,82.83000000000001
84030C,KNITTED RAINBOW HOT WATER BOTTLE,82.78
90002B,FLOWER BURST SILVER RING ROSE,82.74
84926F,PSYCHEDELIC TILE COASTER,82.67999999999999
90162C,ANT SILVER FUSCHIA BOUDICCA RING,82.60000000000001
72821,CUPID SCENTED CANDLE IN GLASS,82.49999999999999
21699,SET 5 MINI CHOCOLATE FRIDGE MAGNETS,82.44
22857,ASSORTED EASTER GIFT TAGS,82.41999999999999
84907,PINK/YELLOW PATCH CUSHION COVER,82.34
22916,HERB MARKER THYME,81.88
22566,"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",81.6
22579,WOODEN TREE CHRISTMAS SCANDISPOT,81.6
22918,HERB MARKER PARSLEY,81.52
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,81.12
16201B,PASTEL BLUE PHOTO ALBUM,81.1
90023,FILIGREE DIAMANTE EARRINGS,80.96000000000001
22920,HERB MARKER BASIL,80.87
16011, ANIMAL STICKERS,80.85
90018B,GOLD M.O.P ORBIT DROP EARRINGS,80.82000000000001
71496A,A4 WALL TIDY BLUE OFFICE,80.81
90121B,VINTAGE ROSE BEAD BRACELET BLUE,80.75
22531,MAGIC SLATE CIRCUS PARADE  ,80.64
22530,MAGIC SLATE DOLLY GIRL ,80.64
84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,80.62
17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,80.60000000000001
22346,PARTY PIZZA DISH GREEN RETROSPOT,80.50999999999999
22679,FRENCH BLUE METAL DOOR SIGN 4,80.07
22680,FRENCH BLUE METAL DOOR SIGN 5,80.05
90130B,TURQ STONE/CRYSTAL EARRINGS,80.04
90038A,GLASS AND PAINTED BEADS BRACELET TO,79.65
90089,PINK CRYSTAL SKULL PHONE CHARM,79.61999999999999
84795E,RIO PINK STRIPE HAMMOCK,79.5
90049,IVORY GOLD METAL BAG CHARM,79.47
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,79.32
22649,STRAWBERRY CAKE TEAPOT,79.2
84509C,SET OF 4 POLKADOT PLACEMATS ,78.87
84751B,BLACK MEDIUM GLASS CAKE STAND,78.75
90138,WHITE/PINK MINI CRYSTALS NECKLACE,78.73
22344,PARTY PIZZA DISH PINK WHITE SPOT ,78.72999999999999
22344,PARTY PIZZA DISH PINK POLKADOT,78.69
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,78.69
79026B,"S/4 ICON COASTER,ELVIS LIVES",78.64
20796,SMALL BLUE PROVENCAL CERAMIC BALL,78.22
22917,HERB MARKER ROSEMARY,78.2
35931,PINK STAR CHRISTMAS DECORATION,78.12
84455,SET OF 3 RABBIT CARROTS EASTER,77.96
72134,COLUMBIAN  CUBE CANDLE ,77.89
90125A,PINK BERTIE GLASS BEAD BAG CHARM,77.73
17090D,VANILLA INCENSE 40 CONES IN TIN,77.7
90019B,GOLD M.O.P ORBIT BRACELET,77.61
84388,WISE MAN STAR SHAPE EGG PAN,77.55
90123C,GREEN HEART OF GLASS BRACELET,77.46000000000001
21450,DISTRESSED CANDLE STICK WHITE,77.35
90202D,PINK ENAMEL FLOWER HAIR TIE,77.03000000000002
21595,Dad's Cab Electronic Meter,76.95
85014b,RED/WHITE DOTS RUFFLED UMBRELLA,76.60000000000001
84425A,WHITE GLASS TV TRIPLE FRAME,76.6
84617, NEW BAROQUE BLACK BOXES,76.5
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,76.48
90026A,GLASS BEAD HOOP NECKLACE BLACK,76.47
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,76.33999999999999
84874B,BLUE TRAVEL FIRST AID KIT,75.89999999999999
71510,SQUARE METAL CANDLEHOLDER BASE,75.53
21369,MIRRORED WALL ART SPLODGES,75.24
16161E,WRAP BOUDOIR ,75.0
37399,"ASS RETROSPOOF MUGS,SPORTS",75.0
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,74.95
84661C,PINK SQUARE TABLE CLOCK,74.91
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,74.75
21267,VINTAGE PINK TINSEL REEL ,74.6
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,74.4
84919,L BLUE C/COVER W PINK/YELLOW FLOWER,74.31
90168,2 DAISIES HAIR COMB,74.16000000000001
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,74.1
90100,NECKLACE+BRACELET SET PINK DAISY,73.94999999999999
S,SAMPLES,73.8
84744,S/6 SEW ON CROCHET FLOWERS,73.76
20664,TROPICAL HOLIDAY PURSE ,73.75
20615,BLUE POLKADOT PASSPORT COVER,73.63
84447,6 RABBIT CHAIN EASTER,72.42
22921,HERB MARKER CHIVES ,72.42
84427B,BLACK GLASS TV DOUBLE P/FRAME 15X10,72.25
90194,SILVER LARIAT BLACK STONE EARRINGS,72.21
22345,PARTY PIZZA DISH BLUE POLKADOT,72.05
84660A,WHITE STITCHED WALL CLOCK,71.81
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,71.44
37509,NEW ENGLAND MUG W GIFT BOX,71.39999999999999
84925C,FAIRY CAKES  WALL THERMOMETER,71.39999999999999
44242B,PINK FEATHERS CURTAIN,71.25
20698,LITTLE PINK MONSTER SOFT TOY,71.1
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,70.98
84905,PINK BUTTERFLY C/COVER ,70.82
90162A,ANT SILVER TURQUOISE BOUDICCA RING,70.80000000000001
20958,PORCELAIN HANGING BELL LARGE,70.5
22682,FRENCH BLUE METAL DOOR SIGN 7,70.08
47343A,FUSCHIA FLOWER PURSE WITH BEADS,70.03
90214R,"LETTER ""R"" BLING KEY RING",69.97
gift_0001_80,Dotcomgiftshop Gift Voucher £80.00,69.56
84918,CREAM C/COVER W YELLOW/GREEN FLOWER,69.5
84510E,SET OF 4 GREEN CAROUSEL COASTERS,69.48
72140F,HAPPY ANNIVERSARY CANDLE LETTERS,69.17999999999999
21368,MIRRORED WALL ART LADIES,68.75999999999999
37471,MULTICOLOUR POLKADOT PLATE,68.4
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,68.16
90177D,DROP DIAMANTE EARRINGS PURPLE,68.15
90018C,SILVER BLACK ORBIT DROP EARRINGS,68.11
84857A,SILVER MONTE CARLO HANDBAG,68.0
90039C,FIRE POLISHED GLASS BRACELET BLACK,67.98
85114b,IVORY ENCHANTED FOREST PLACEMAT,67.9
84549,CROCHET WHITE RABBIT KEYRING ,67.88999999999999
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,67.8
90002E,FLOWER BURST SILVER RING GREEN,67.77
84864A,PINK PAISLEY PHOTO ALBUM,67.71000000000001
90189A,SILVER 2 STRAND NECKLACE-LEAF CHARM,67.64
84415B,BLUE FLOCK CUSHION COVER ,67.5
90149,SILVER FLOWR PINK SHELL NECKLACE,67.5
84926B,SCOTTS ROSES TILE COASTER,67.5
90069,RUBY GLASS CLUSTER NECKLACE,67.5
47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,67.25
84465,15 PINK FLUFFY CHICKS IN BOX,67.01
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,66.97999999999999
72133,COLUMBIAN CANDLE RECTANGLE,66.62
90165A,PINK ROSEBUD PEARL EARRINGS,66.50999999999999
40002,WHITE BAMBOO RIBS LAMPSHADE,66.3
85072,OCCASIONS GIFT CARD ASSORTMENT,66.0
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,65.76
90030C,BROWN KUKUI COCONUT SEED NECKLACE,65.54
gift_0001_40,Dotcomgiftshop Gift Voucher £40.00,65.39
72812,LARGE ZINC/GLASS CANDLEHOLDER,65.23
84989a,75 GREEN FAIRY CAKE CASES,65.19
84705A,ENGLISH ROSE PHOTO FRAME ,65.10000000000001
22257,FELT FARM ANIMAL SHEEP,65.06
90130A,WHITE STONE/CRYSTAL EARRINGS,65.01
21089,SET/6 GREEN SPRING PAPER CUPS,64.85000000000001
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,64.6
16020C,CLEAR STATIONERY BOX SET ,64.6
DCGS0069,OOH LA LA DOGS COLLAR,64.52
85040a,S/4 PINK FLOWER CANDLES IN BOWL,64.47
35910A,MULTICOLOUR EASTER RABBIT ,64.35
84539,KNITTED RABBIT DOLL ,64.35
71215,METAL BASE FOR CANDLES,63.9
90037A,TINY CRYSTAL BRACELET RED,63.83
79534,MULTICOLOUR GLASS PLATE,63.800000000000004
85018B,S/6 PAPER BOXES BLOSSOM IMAGES ,63.75
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,63.75
84921,CREAM AND PINK FLOWERS PONY ,63.75
20791,BLUE TILED SET OF 3 DRAWERS,63.75
90020,FILIGREE DIAMANTE CHAIN,63.75
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,63.5
22845,"CAT FOOD CONTAINER , VINTAGE",63.49999999999999
35916C,PINK FELT HANGING HEART W FLOWER,63.15
22987,"WRAP , SUMMER ROSE DESIGN",63.0
16008,SMALL FOLDING SCISSOR(POINTED EDGE),62.75
84596e,SMALL LICORICE DES PINK BOWL,62.74999999999999
84529B,BLUE KNITTED KID'S RUCKSACK,62.35
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,61.970000000000006
84450B,PINK/YELLOW RABBIT SAT EASTER,61.92
20620,RED SPOTTY PASSPORT COVER,61.76
72369A,PINK CLEAR GLASS CANDLE PLATE,61.37
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",61.3
35973,GERANIUM FOLKART HEART DECORATION,61.25
22565,FELTCRAFT HAIRBANDS PINK + WHITE ,61.199999999999996
22578,WOODEN STAR CHRISTMAS SCANDISPOT,61.199999999999996
62043B,BLUE CHECK BAG W HANDLE 34X20CM,61.05
47016,LIGHT DECORATION BATTERY OPERATED,60.900000000000006
90022,EDWARDIAN DROP EARRINGS JET BLACK,60.9
90071,RUBY GLASS CLUSTER EARRINGS,60.67
22537,MAGIC SLATE DINOSAUR,60.480000000000004
84984B,RED PEONY DES C/COVER ,60.45
90140,PINK SWEETIE NECKLACE,60.42
22409,TIN CAN BISCUITS DESIGN,60.0
84875A,PINK SQUARE COMPACT MIRROR,60.0
22619, SET Of 6 SOLDIER SKITTLES,60.0
90171,DAISY RING,59.650000000000006
gift_0001_70,Dotcomgiftshop Gift Voucher £70.00,59.57
44241C,BLUE BUTTERFLY ON SPRING,59.5
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,59.5
84575A,PINK DOG CANNISTER,59.5
84582,PINK CROCHET CAT WITH SCARF,59.5
90060D,FIRE POLISHED GLASS NECKL BRONZE,59.5
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,59.47
35654,VINTAGE BEAD FILLED PINK CUSHION,59.400000000000006
22973,CHILDRENS CIRCUS PARADE MUG,59.39999999999999
22329,ROUND FOOD CONTAINER S/5 RETROSPOT,59.39999999999999
35001B,HAND OPEN SHAPE BLACK,59.330000000000005
90210C,RED   ACRYLIC FACETED BANGLE,59.010000000000005
20667,CHERRY BLOSSOM PURSE,59.00000000000001
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,59.00000000000001
90162D,ANT SILVER PURPLE BOUDICCA RING,59.0
22903,CALENDAR FAMILY FAVORITES,59.0
84593,CROCHET ROSE DES CLOTHES HANGER,59.0
85023C,PINK LARGE JEWELED PHOTOFRAME,58.65
90169,DAISY HAIR COMB,58.65
81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",58.64999999999999
84984A,GREEN PEONY DES C/COVER,58.370000000000005
35816B,"ACRYLIC JEWEL ANGEL,BLUE",58.07
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,58.05
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,57.98
84510a,SET OF 4 ENGLISH ROSE COASTERS,57.73
22919,HERB MARKER MINT,57.480000000000004
35821B,"JEWELLED DECORATION,BLUE",57.0
35913B,WHITE/PINK CHICK EASTER DECORATION,56.91
72771B,BURG FLOCK GOLD CUP/CANDLE ,56.9
72783,BLACK SIL'T SQU CANDLE PLATE ,56.7
90214G,"LETTER ""G"" BLING KEY RING",56.38
84415A,PINK FLOCK SUEDE CUSHION COVER ,56.25
79331,PINK FLOCK GLASS CANDLEHOLDER,56.099999999999994
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,56.099999999999994
90067A,PINK VINTAGE VICTORIAN EARRINGS,56.09
85179C,PINK BITTY LIGHT CHAIN,55.84
44236,PINK/PURPLE CIRCLE CURTAIN,55.800000000000004
85080,PADDED RED HEART DECORATION,55.76
71495B,CD WALL TIDY RED FLOWERS,55.56
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,55.06
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,55.010000000000005
85151,WELCOME METAL SIGN,55.0
35916A,YELLOW FELT HANGING HEART W FLOWER,54.60999999999999
90075,MONTANA DIAMOND CLUSTER NECKLACE,54.519999999999996
20953,PORCELAIN CHERUB BELL LARGE,54.449999999999996
35912B,WHITE/PINK CHICK DECORATION,54.32
22345,PARTY PIZZA DISH BLUE WHITE SPOT ,54.28
79329,PINK FLOCK GLASS CANDLEHOLDER,53.76
17084J,LOVE POTION MASALA INCENSE,53.76
84251G,"GREETING CARD, OVERCROWDED POOL.",53.71
90176C,DIAMANTE NECKLACE,53.68
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,53.58
90037C,TINY CRYSTAL BRACELET BLUE,53.559999999999995
22252,BIRDCAGE DECORATION MAGIC GARDEN,53.55
90084,PINK CRYSTAL GUITAR PHONE CHARM,53.55
90176A,CLASSIC DIAMANTE NECKLACE JET,53.4
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,53.4
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,53.34
20697,LITTLE GREEN MONSTER SOFT TOY,53.25
46115B,GREEN POP ART MAO CUSHION COVER ,53.2
20848,ZINC HEART LATTICE CHARGER SMALL,53.10000000000001
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,52.65
90078,PINK/WHITE GLASS DEMI CHOKER,52.64
22684,FRENCH BLUE METAL DOOR SIGN 9,52.56
84845C,CARNATION SQUARE HANDY TIN,52.5
90214B,"LETTER ""B"" BLING KEY RING",52.21
20870,OPULENT VELVET CANDLE IN BOX,52.2
84292B,BLUE COL METAL FOLDING CHAIR,51.8
22683,FRENCH BLUE METAL DOOR SIGN 8,51.33
DCGS0004,HAYNES CAMPER SHOULDER BAG,51.31
84845D,GERANIUM SQUARE HANDY TIN,51.25
gift_0001_10,Dotcomgiftshop Gift Voucher £10.00,51.239999999999995
35071,ASSORTED SANTA CHRISTMAS DECORATION,51.13999999999999
84527,FLAMES SUNGLASSES PINK LENSES,51.01
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,51.0
84795b,SUNSET CHECK HAMMOCK,50.94
22846,"BREAD BIN, DINER STYLE, RED ",50.849999999999994
85069,CREAM SWEETHEART DOUBLE SHELF,50.849999999999994
17084A,TRANQUILITY MASALA INCENSE,50.82
22889,"NUMBER TILE VINTAGE FONT, No ",50.7
84559a,3D SHEET OF DOG STICKERS,50.699999999999996
85124a,PINK JUICY FRUIT PHOTO FRAME,50.599999999999994
72083A,STRAWBERY SWIRL FLARE CANDLE,50.400000000000006
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,50.370000000000005
72801c,S/4 ROSE PINK DINNER CANDLES,50.199999999999996
22657,HEN & 2 CHICKS IN BASKET,50.15
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,50.0
90051,CRACKED GLAZE NECKLACE RED,49.73
90214N,"LETTER ""N"" BLING KEY RING",49.72
90135A,ORANGE/FUSCHIA STONES NECKLACE,49.64
90046,WHITE WITH METAL BAG CHARM,49.5
16045,POPART WOODEN PENCILS ASST,49.44
84537B,FAIRY CAKES GIFT BAG,49.14
72129,COLUMBIAN CANDLE ROUND ,49.11000000000001
35610C,WHITE CHRISTMAS FLOCK DROPLET ,49.05
90214P,"LETTER ""P"" BLING KEY RING",48.91
62086A,PINK RETRO BIG FLOWER BAG,48.75
35603C,SET/16 WHITE SHINY & MATT BAUBLES,48.3
47591A,CAROUSEL CHILDRENS APRON,47.97
90021,LASER CUT MULTI STRAND NECKLACE,47.8
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,47.72
84608,ORNATE EDWARDIAN CANDLE HOLDER,47.7
15058B,PINK POLKADOT GARDEN PARASOL,47.7
21347,GOTHIC CARRIAGE LANTERN,47.6
84679,CLASSICAL ROSE TABLE LAMP,47.6
71495A,CD WALL TIDY BLUE OFFICE,47.58
22685,FRENCH BLUE METAL DOOR SIGN 0,47.56
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,47.35
20895,VINTAGE NOTEBOOK FRENCH LETTER ,47.20000000000001
20988,TRELLIS FLOWER CHOPSTICKS SET/5,46.8
84227,HEN HOUSE W CHICK IN NEST,46.620000000000005
81952B,ROUND BLUE CLOCK W/SUCKER,46.56
16050,TEATIME PENCIL WITH RUBBER,46.45
22860,EASTER TIN CHICKS PINK DAISY,46.379999999999995
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,46.2
84951b,S/4 BLACK LOVEBIRD COASTERS,46.2
85081,PADDED HOLLY CHRISTMAS DECORATION ,46.17
84626,CANDY STRIPE ROSE QUILT,45.95
22604,SET OF 4 NAPKIN CHARM CUTLERY,45.9
20964,POLYESTER FILLER PAD 60x40cm,45.89999999999999
90037B,TINY CRYSTAL BRACELET GREEN,45.89
35611B,BLACK ASSORTED DROPLET DECORATION,45.760000000000005
90163B,WHITE ROSEBUD & PEARL NECKLACE,45.73
84660b,BLACK STITCHED WALL CLOCK,45.72
20837,FRENCH FLORAL CUSHION COVER ,45.60000000000001
90214H,"LETTER ""H"" BLING KEY RING",45.2
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,45.18
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,45.03999999999999
16161C,WRAP SPEED DEMONS ,45.0
22347,PIZZA DISH SLICE ,45.0
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,45.0
22406,TIN CAN KINGS CHOICE DESIGN,45.0
21685,MEDINA STAMPED METAL TRAY ,44.849999999999994
35916B,BLUE FELT HANGING HEART W FLOWER,44.65
90177E,DROP DIAMANTE EARRINGS GREEN,44.589999999999996
90197D,AMBER GLASS BRACELET HEART CHARMS,44.550000000000004
20820,SILVER LOOKING MIRROR,44.550000000000004
72796B,S/3 FRENCH VANILLA SQU CANDLE,44.55
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",44.25000000000001
35085E,IVORY ROSE LAMPSHADE ,44.25
35607B,BLACK FEATHER CHRISTMAS DECORATION,44.06
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",43.940000000000005
90108,BLUE BLOSSOM HAIR CLIP,43.870000000000005
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,43.78
17014C,ORIGAMI LAVENDER INCENSE CONES,43.75
90214D,"LETTER ""D"" BLING KEY RING",43.47
90042B,FRESHWATER PEARL BRACELET PINK,43.349999999999994
