Invoice,Order_Revenue,Items,Customer
523922,972.11,604,13141.0
523923,319.85,127,13513.0
523924,1541.7,480,14031.0
523929,8880.42,4590,14646.0
523930,3.9,2,
523931,114.95,79,17243.0
523932,363.38,284,12871.0
523933,124.6,44,15805.0
523934,190.5,110,16168.0
523935,160.71,79,13089.0
523936,119.34,126,16168.0
523937,313.35,203,15201.0
523938,342.29999999999995,162,13089.0
523939,51.0,4,13089.0
523940,96.0,36,13089.0
523941,198.95,49,17377.0
523942,268.23,37,14532.0
523943,140.05,115,14161.0
523944,141.41,301,15581.0
523945,236.26,178,16401.0
523946,989.63,350,16833.0
523947,343.35,731,17596.0
523948,10.100000000000001,4,13784.0
523949,611.67,413,15805.0
523950,183.97,99,17062.0
523951,311.77,158,14094.0
523953,310.32,93,17769.0
523954,414.51,239,17123.0
523955,714.4000000000001,352,13767.0
523956,354.12,200,15738.0
523957,45.5,34,15738.0
523958,416.08,171,14626.0
523959,150.32,89,14606.0
523960,595.89,451,16340.0
523961,295.73,123,14269.0
523962,271.36,148,13980.0
523963,201.95,65,17858.0
523964,717.3,348,16709.0
523965,659.68,224,13777.0
523966,237.85000000000002,68,14911.0
523967,415.04,245,16008.0
523969,222.25,70,14454.0
523970,118.7,106,17299.0
523971,537.3,239,15967.0
523972,29.4,9,15967.0
523973,422.45,225,17063.0
523976,427.03999999999996,948,16422.0
523977,451.55,190,13993.0
523979,232.50000000000003,50,16422.0
523981,10.14,6,16422.0
523982,388.26,486,16422.0
523984,238.79999999999998,24,15093.0
523985,75.60000000000001,36,15093.0
523986,388.2,372,14195.0
523989,2154.15,1378,14105.0
523990,204.85000000000002,253,14688.0
523992,20.65,13,
523993,544.33,286,16161.0
523994,848.5,435,16549.0
523995,121.94999999999999,77,16593.0
523996,944.04,438,14292.0
523997,156.0,80,14292.0
523998,221.37,59,13118.0
523999,110.03999999999999,93,14806.0
524000,204.89,227,16794.0
524001,445.55,366,13269.0
524002,350.85,201,13281.0
524003,233.52,133,14649.0
524004,510.1,160,15532.0
524006,26.6,13,
524007,324.55,167,16167.0
524008,348.77000000000004,171,13267.0
524009,232.18,114,13267.0
524010,678.6,724,12449.0
524011,660.0,400,16182.0
524012,866.96,470,14295.0
524013,408.0,96,15291.0
524014,678.27,637,16592.0
524015,180.0,48,13881.0
524016,275.40000000000003,36,13881.0
524017,335.7,134,15469.0
524018,831.44,374,14911.0
524019,375.5,179,13662.0
524020,43.45,13,13662.0
524021,323.06,259,13015.0
524022,749.65,354,13015.0
524023,536.28,696,17919.0
524024,361.75,145,13729.0
524025,1179.6399999999999,516,13798.0
524026,487.0,400,13798.0
524027,282.24,672,17949.0
524028,340.15,122,16895.0
524038,757.3100000000001,464,13018.0
524063,208.63,1,
524077,607.19,421,16105.0
524079,668.3,137,15694.0
524087,1675.24,336,
524091,495.98,254,17672.0
524092,992.73,539,15502.0
524093,355.45,276,15312.0
524094,995.5,557,17677.0
524095,232.50000000000003,50,17677.0
524096,934.8,1176,13694.0
524097,868.5,270,13694.0
524098,2190.94,1270,17204.0
524099,1219.35,707,13448.0
524100,255.01999999999998,106,16330.0
524101,6.85,5,16330.0
524102,752.73,272,17315.0
524103,59.4,36,16668.0
524104,44.099999999999994,14,16668.0
524105,220.56,119,17081.0
524106,562.5,150,18194.0
524107,317.11,137,15616.0
524108,1295.25,629,16636.0
524109,758.9,224,12471.0
524110,131.4,102,12471.0
524111,532.48,380,12471.0
524112,1297.97,1148,15358.0
524113,366.89,182,13897.0
524115,692.7,306,16705.0
524116,100.05000000000001,43,18109.0
524117,316.62,294,17738.0
524118,1464.6,787,15123.0
524119,162.72,48,16827.0
524120,36.239999999999995,24,17850.0
524121,396.05,161,17552.0
524122,16.65,3,
524125,2245.93,1731,15382.0
524128,357.6,174,13013.0
524134,415.94,417,15197.0
524139,1687.17,677,14911.0
524140,222.16,373,12348.0
524141,266.05,182,16264.0
524142,307.9,162,16503.0
524143,292.15,176,16503.0
524144,380.4,104,17402.0
524145,329.6,80,14229.0
524146,243.57,125,16211.0
524147,3787.88,2020,14911.0
524148,84.72,46,14646.0
524149,15.0,1,14646.0
524150,515.6999999999999,78,13929.0
524152,360.45,249,15270.0
524153,1760.71,427,
524155,3787.88,2020,14911.0
524156,445.05,1,14328.0
524159,10468.8,1,14063.0
524160,185.18,89,17757.0
524162,2769.9,1,14063.0
524163,128.04,144,17524.0
524164,581.28,470,15051.0
524167,359.71,1,13448.0
524170,5.0,1,
524171,208.63,1,13290.0
524172,266.1,128,17524.0
524174,11880.84,87167,13687.0
524175,1343.44,1,14802.0
524176,159.54,1,14802.0
524179,429.75,159,17320.0
524180,118.85999999999999,74,17280.0
524181,33167.8,8820,17450.0
524182,6069.6,1440,17450.0
524183,99.5,10,17848.0
524184,602.84,231,14030.0
524185,3138.04,2189,13139.0
524186,360.45,249,15270.0
524187,344.7,186,14147.0
524188,105.0,60,14147.0
524189,12.7,2,13468.0
524190,212.17,127,16362.0
524191,302.88,227,13073.0
524192,294.87,49,
524193,203.76999999999998,23,
524194,248.96,38,
524195,235.06,20,
524196,328.65,33,
524197,331.23,45,
524198,365.18,40,
524199,349.26,75,
524200,8.42,2,
524201,422.76,390,17863.0
524202,322.01,85,14228.0
524203,881.1,362,14944.0
524204,34.0,4,14944.0
524205,900.08,480,14911.0
524206,190.05,95,13534.0
524207,482.15,189,12648.0
524208,210.9,102,13534.0
524210,352.2,276,14634.0
524211,406.61,203,14423.0
524212,1064.7,378,15614.0
524213,144.60000000000002,84,15614.0
524214,411.77,301,17348.0
524215,1051.11,641,13883.0
524218,602.38,493,12759.0
524224,194.5,54,14243.0
524258,406.8,192,14625.0
524262,15.9,2,14625.0
524263,360.45,249,15270.0
524264,366.16,241,
524266,159.0,20,13538.0
524267,805.68,590,17364.0
524268,311.43,75,17975.0
524269,342.36,278,13103.0
524270,717.57,579,16269.0
524271,280.6,136,14341.0
524272,65.85,23,14341.0
524273,288.55,109,13970.0
524274,7.6499999999999995,9,13317.0
524280,106.53,171,13963.0
524281,35.400000000000006,12,14688.0
524284,471.31,333,16779.0
524285,373.08000000000004,218,14480.0
524286,309.89,138,16919.0
524287,23.85,3,16919.0
524288,603.9799999999999,143,17450.0
524289,555.85,197,15347.0
524290,458.25,354,14461.0
524291,465.65,235,15311.0
524292,215.55,49,18231.0
524293,69.69999999999999,6,14461.0
524294,313.7,190,13386.0
524295,83.85000000000001,33,17572.0
524296,308.4,60,13397.0
524298,567.6,186,14897.0
524299,1532.1,678,14911.0
524300,547.06,304,16554.0
524301,100.5,102,14597.0
524302,620.8100000000001,342,14257.0
524303,232.85,53,17706.0
524304,101.25,39,17706.0
524305,380.62,205,14988.0
524306,230.17000000000002,120,17007.0
524307,1159.01,798,17092.0
524308,629.36,255,16198.0
524310,408.32,271,17624.0
524311,424.72,186,17841.0
524312,332.4,80,17416.0
524313,50.400000000000006,24,17416.0
524314,33.099999999999994,5,15871.0
524315,3.75,1,
524316,372.65,407,14298.0
524317,1085.72,892,14298.0
524318,328.44,132,14298.0
524319,358.02000000000004,146,14740.0
524320,238.57,255,18049.0
524321,50.4,120,17092.0
524322,142.76,100,16710.0
524323,707.63,279,12476.0
524324,394.29,164,17886.0
524326,326.75,121,16992.0
524327,1643.11,431,
524328,23.65,5,
524329,330.88,136,15636.0
524330,521.1,140,13110.0
524332,346.45,231,14489.0
524333,26.95,21,
524334,164.45000000000002,101,13754.0
524335,280.44,96,13870.0
524336,23.4,12,13870.0
524337,453.23,304,14410.0
524338,200.88,50,12975.0
524339,17.700000000000003,6,12975.0
524340,148.08,264,16650.0
524341,52.199999999999996,36,17085.0
524342,31.25,13,
524345,359.27,249,13927.0
524346,17.3,8,12782.0
524348,493.28000000000003,318,18215.0
524349,2.1,1,14825.0
524351,435.28000000000003,183,13554.0
524353,2.1,1,15694.0
524354,501.28000000000003,220,17048.0
524355,299.4,210,14909.0
524357,34.68,10,
524358,136.65,57,16237.0
524363,282.96,160,16875.0
524365,29.1,18,16875.0
524366,4.5,4,
524368,1846.54,379,
524369,336.2,72,13239.0
524370,269.75,139,13922.0
524375,68.0,8,13881.0
524377,12.600000000000001,6,14748.0
524379,319.75,135,17612.0
524380,132.24,56,12964.0
524384,6.72,16,16341.0
524387,673.51,359,12840.0
524388,955.51,484,15321.0
524389,305.81,203,16600.0
524402,178.60000000000002,80,17696.0
524405,426.59000000000003,233,17091.0
524406,377.0,118,18172.0
524407,374.40000000000003,192,14210.0
524408,115.60000000000001,37,12483.0
524409,633.3199999999999,539,12975.0
524411,512.02,234,15093.0
524412,362.9,163,14911.0
524413,312.93,197,13639.0
524415,250.95,101,16177.0
524416,310.3,178,16148.0
524417,19.799999999999997,12,16177.0
524418,324.45,149,12946.0
524419,711.18,622,14299.0
524420,665.33,247,16293.0
524421,542.73,311,13804.0
524422,193.85,73,16293.0
524423,512.58,212,13797.0
524424,76.95,19,
524437,5134.26,3492,17511.0
524438,147.75,61,18044.0
524441,368.56,180,14275.0
524446,1681.74,1147,14049.0
524482,613.2,91,15734.0
524483,398.96,168,17083.0
524484,1078.57,583,14422.0
524485,391.95,163,16783.0
524486,367.15,173,17029.0
524487,105.68,72,17068.0
524488,20.16,48,14513.0
524489,937.54,478,12540.0
524490,297.88,150,14451.0
524491,323.0,178,14327.0
524493,104.51,193,17227.0
524502,175.2,16,14156.0
524503,538.8,248,16029.0
524504,211.79999999999998,132,14843.0
524505,155.0,62,16654.0
524506,300.24,196,17470.0
524507,201.0,82,14891.0
524508,343.44,189,13770.0
524509,176.1,151,17257.0
524511,13.68,36,17257.0
524512,402.48,120,17382.0
524513,288.69,251,13246.0
524516,39.0,12,14049.0
524517,613.0500000000001,131,14543.0
524518,174.0,120,16218.0
524519,264.0,88,13319.0
524520,70.2,28,13319.0
524521,672.0600000000001,178,17739.0
524522,483.15,252,14911.0
524523,345.9,180,14829.0
524524,944.2,435,14514.0
524525,252.86,166,14449.0
524526,824.86,699,14667.0
524529,155.09,93,15912.0
524530,318.45,155,17096.0
524532,306.0,120,18087.0
524533,309.0,52,16210.0
524534,458.8,490,14510.0
524536,72.0,100,13105.0
524537,142.11,78,14606.0
524538,326.35,135,16369.0
524539,483.15,1,14911.0
524540,365.68,269,13048.0
524543,15.299999999999999,6,14510.0
524544,338.97,229,18075.0
524545,164.57,173,12841.0
524546,106.05,15,16928.0
524548,567.0,391,15298.0
524549,165.0,100,14477.0
524552,305.38,210,17442.0
524553,317.58,189,13050.0
524554,216.74999999999997,85,17281.0
524556,105.0,40,16658.0
524558,1488.75,302,
524559,111.1,42,17515.0
524561,17.700000000000003,6,15985.0
524562,122.7,48,13491.0
524563,398.6,234,15985.0
524564,262.4,192,15301.0
524565,149.75,33,13257.0
524566,243.68,248,15129.0
524567,110.65,19,16489.0
524568,286.87,299,16287.0
524569,251.7,106,18172.0
524571,80.4,24,15638.0
524572,0.0,372,
524573,328.4,78,15638.0
524574,111.9,34,16773.0
524577,406.69,232,16202.0
524578,0.0,30,
524579,0.0,67,
524580,0.0,13,
524581,0.0,5,
524582,0.0,3,
524583,0.0,48,
524584,0.0,2,
524585,0.0,2,
524586,0.0,3,
524587,0.0,5,
524588,0.0,2,
524589,0.0,2,
524590,0.0,1,
524591,0.0,1,
524592,0.0,1,
524594,237.85,1,14911.0
524595,205.41000000000003,113,16490.0
524596,469.05,293,15144.0
524599,268.49,149,
524600,125.6,82,17771.0
524601,162.0,216,12661.0
524602,1107.6,400,12857.0
524603,205.20000000000002,52,12971.0
524604,60.0,16,
524605,0.0,210,
524606,323.0,172,13591.0
524607,107.22,98,13556.0
524608,45.15,9,14230.0
524609,459.15000000000003,129,14230.0
524610,753.4399999999999,447,12472.0
524611,614.3000000000001,267,13078.0
524612,432.15,181,16843.0
524613,807.15,369,14004.0
524614,50.4,120,16843.0
524615,14.4,4,
524616,34.0,8,14004.0
524617,296.6,86,17146.0
524618,956.6,690,14911.0
524619,201.70999999999998,125,13102.0
524620,193.25,73,13962.0
524621,1916.8799999999999,820,14258.0
524622,5.1,2,13729.0
524624,1256.26,408,17340.0
524626,59.4,36,17382.0
524627,304.56,180,16522.0
524628,171.48,116,14796.0
524640,141.53,56,16368.0
524662,69.6,48,14707.0
524690,289.2,165,13602.0
524691,1233.44,654,18178.0
524692,362.39,223,17720.0
524693,37.5,30,16928.0
524694,549.38,397,15434.0
524696,90.72,27,
524697,154.89000000000001,14,
524698,509.21,84,
524700,269.63,179,14953.0
524701,302.90000000000003,193,17667.0
524702,381.6,48,17929.0
524703,199.0,20,17929.0
524704,11.9,2,17961.0
524706,6332.63,1384,
524708,315.42,252,13394.0
524710,432.0,480,16013.0
524711,2545.85,1,
524712,396.0,144,16013.0
524714,2545.85,1,
524715,384.26,760,13966.0
524716,426.0,214,12562.0
524717,391.2,80,13854.0
524718,358.35,223,15812.0
524719,15.0,1,12806.0
524720,684.82,378,13089.0
524721,256.5,110,15311.0
524722,391.37,210,12748.0
524723,975.5,888,16214.0
524724,579.85,374,14742.0
524725,3.75,1,
524726,1505.57,1103,15736.0
524727,261.55,105,15736.0
524728,912.9000000000001,450,12748.0
524729,1149.6,592,13694.0
524730,778.49,514,16958.0
524741,455.3,641,14800.0
524746,293.22999999999996,285,16859.0
524747,1194.66,852,14156.0
524748,40.0,14,
524749,0.0,50,
524750,427.88,208,12963.0
524751,175.93,153,14699.0
524761,406.7,165,16347.0
524765,1625.3999999999999,388,
524773,160.9,173,15960.0
524786,15.100000000000001,6,
524799,30.0,24,13804.0
524827,266.59000000000003,175,12523.0
524828,1099.5,604,12705.0
524829,398.4,447,13108.0
524830,354.03000000000003,185,14110.0
524832,919.7,645,14568.0
524833,1233.61,646,17581.0
524834,610.6,358,15243.0
524835,125.04,92,15287.0
524836,22.39,19,
524837,3196.48,2460,13763.0
524838,156.1,48,16907.0
524840,103.4,39,12808.0
524841,632.68,251,12457.0
524842,322.95,223,12951.0
524843,340.84000000000003,170,16044.0
524850,183.12,96,14739.0
524851,224.85,86,12500.0
524852,123.20000000000002,40,12971.0
524854,100.75,50,13969.0
524855,282.89,175,14702.0
524856,243.12,173,14713.0
524857,149.9,50,13230.0
524858,222.25,111,14657.0
524859,93.72,39,16441.0
524861,48.150000000000006,13,13784.0
524862,202.06,105,12417.0
524863,195.60000000000002,43,12817.0
524864,1616.44,856,14564.0
524865,34.8,24,17533.0
524866,300.7,96,15199.0
524868,492.45,225,16306.0
524869,141.3,32,15081.0
524870,468.58000000000004,200,18260.0
524871,285.8,226,12935.0
524872,151.2,28,18260.0
524873,239.1,90,14425.0
524874,5715.8,3804,12931.0
524875,162.6,100,14303.0
524876,409.82,266,14225.0
524877,525.78,1813,13069.0
524878,534.76,360,12696.0
524879,727.35,441,16101.0
524890,228.5,70,18236.0
524891,17.700000000000003,6,18236.0
524909,5326.68,1884,17389.0
524920,153.85000000000002,59,14344.0
524929,165.0,100,16705.0
524931,255.0,20,17389.0
524932,646.3199999999999,528,13203.0
524933,219.0,20,17389.0
524934,245.1,146,17521.0
524936,180.38,96,13002.0
524937,868.33,447,15261.0
524938,963.36,94,
524939,234.93,143,17360.0
524942,572.69,285,12639.0
524943,0.0,12,
524944,378.45,212,15276.0
524945,262.67,216,13566.0
524951,388.9,152,12609.0
524952,204.49,51,
524953,834.4399999999999,790,15190.0
524955,237.96,114,16606.0
524956,127.66,401,
524957,821.84,498,13198.0
524958,496.06,63,
524959,259.35,40,
524960,252.64,23,
524961,122.1,44,15451.0
524963,376.11,288,17706.0
524964,232.56,84,16472.0
524965,210.14,157,17555.0
524966,358.2,214,15764.0
524967,543.3,474,16570.0
524968,50.400000000000006,24,16570.0
524969,2971.06,3006,14646.0
524970,301.44,192,14646.0
524971,612.0,144,15299.0
524972,917.16,436,13849.0
524973,372.8,230,13320.0
524974,228.6,96,15142.0
524975,152.49,123,15142.0
524976,532.4300000000001,315,16108.0
524977,7.2,2,17961.0
524978,97.05000000000001,31,12652.0
524982,363.51,232,12926.0
524983,251.1,138,18266.0
524985,107.0,166,15420.0
524987,381.39,149,14709.0
524988,34.8,16,14709.0
524989,443.09,163,12921.0
524990,107.80000000000001,28,17858.0
524991,66.0,60,12921.0
524992,297.53,199,16864.0
524994,123.6,48,17380.0
524999,1800.16,467,
525000,523.3,134,15465.0
525001,62.4,48,13380.0
525002,189.0,72,17022.0
525003,484.59000000000003,220,14047.0
525004,240.68,102,13674.0
525006,161.4,108,18270.0
525007,164.0,64,15196.0
525008,2443.98,918,12557.0
525009,238.75,124,15164.0
525010,628.1,234,16923.0
525011,2736.16,1674,14156.0
525012,751.95,389,16848.0
525013,1280.16,920,14911.0
525014,515.0500000000001,271,14911.0
525015,74.36,27,16868.0
525016,176.94,64,15860.0
525017,1914.8,1074,13014.0
525018,482.21999999999997,430,15290.0
525019,601.03,263,14254.0
525020,1014.61,815,13590.0
525021,562.53,212,17618.0
525022,655.85,48,17412.0
525023,167.92,126,13873.0
525024,347.3,108,17150.0
525025,340.64,154,13838.0
525029,64.1,30,13838.0
525030,671.84,268,15351.0
525031,74.63,40,13838.0
525032,116.32,60,13642.0
525033,41.95,19,13642.0
525035,1.65,1,13642.0
525036,492.1,230,14310.0
525037,4623.34,2595,14911.0
525038,88.6,90,14342.0
525039,15.0,1,
525040,438.46,174,15859.0
525041,266.4,114,14392.0
525042,509.04,326,14008.0
525045,507.76,299,16823.0
525047,124.19,70,
525048,114.55000000000001,27,14135.0
525049,239.01000000000002,64,12600.0
525051,196.20000000000002,84,16331.0
525052,157.4,76,16331.0
525053,47.2,48,16331.0
525054,323.52,198,17126.0
525055,278.62,118,16407.0
525056,304.18,170,15143.0
525057,558.72,246,13245.0
525058,7.95,1,16407.0
525059,1581.52,1191,15978.0
525060,262.24,107,14462.0
525061,171.15,53,16312.0
525063,258.65,63,14209.0
525064,511.55,277,13032.0
525065,212.29,66,16799.0
525066,789.23,521,16584.0
525067,105.56,56,14579.0
525068,642.98,363,15579.0
525070,229.1,101,16549.0
525071,614.06,544,12583.0
525072,74.07000000000001,51,16549.0
525073,373.86,194,12490.0
525074,715.1,201,12747.0
525075,614.56,270,16782.0
525077,592.03,328,16485.0
525079,17.700000000000003,6,13590.0
525080,549.98,228,13213.0
525081,880.7,502,17069.0
525082,241.66,343,14455.0
525083,537.35,234,14415.0
525084,299.94,170,13883.0
525085,7.9,2,15884.0
525086,176.1,92,16809.0
525087,281.76,140,13326.0
525088,593.75,225,17366.0
525089,119.47,67,13561.0
525090,306.16,260,18276.0
525091,265.33,169,16817.0
525092,422.4,238,17047.0
525093,260.45,113,17375.0
525094,81.19999999999999,24,13305.0
525095,1408.52,669,15159.0
525097,1281.82,518,17621.0
525100,510.20000000000005,253,13367.0
525102,1285.58,490,16652.0
525103,79.9,22,12877.0
525104,350.35,187,16476.0
525105,424.26,316,13441.0
525106,308.16,936,16422.0
525107,1220.16,432,15903.0
525108,628.31,479,13803.0
525109,327.45,299,13004.0
525110,256.25,71,13005.0
525112,837.78,628,12474.0
525113,2366.12,1572,13329.0
525114,461.68,494,18284.0
525129,365.32,444,16400.0
525141,300.67,321,16145.0
525145,1146.24,288,16532.0
525147,8.5,2,
525158,310.87,331,14065.0
525164,536.36,368,16571.0
525165,211.4,124,16458.0
525167,1037.28,523,12486.0
525169,373.68,165,12471.0
525170,535.8,212,12471.0
525171,192.39000000000001,75,16414.0
525172,355.42,190,15596.0
525173,540.0,432,12989.0
525194,278.25,169,16496.0
525200,445.34000000000003,232,16444.0
525202,321.12,568,13920.0
525204,471.34,366,13360.0
525205,185.04,214,14353.0
525213,588.65,560,14849.0
525214,257.33,269,14849.0
525215,517.32,444,14849.0
525216,330.07,303,16205.0
525218,310.19,201,14321.0
525219,226.04000000000002,136,14905.0
525220,391.41,255,15392.0
525221,2293.45,567,
525222,25.3,10,
525223,155.83,67,14606.0
525224,451.4,77,14911.0
525225,445.09000000000003,472,17841.0
525226,158.42000000000002,114,16332.0
525227,304.87,391,17696.0
525228,432.77,322,16556.0
525230,166.1,210,16607.0
525231,550.67,354,12849.0
525232,579.75,232,17873.0
525233,24.4,8,13144.0
525234,288.2,195,15730.0
525235,315.48,47,
525236,352.91999999999996,49,
525237,555.1600000000001,336,14916.0
525239,540.76,474,13939.0
525248,304.27,533,15789.0
525249,557.46,558,12726.0
525251,478.33000000000004,159,17931.0
525252,419.61,159,14239.0
525253,539.8,100,14236.0
525254,307.95,101,15778.0
525255,165.0,100,18017.0
525256,262.48,82,15346.0
525257,571.13,390,15819.0
525258,466.02,304,18226.0
525259,89.65,19,16061.0
525260,448.1,194,13021.0
525261,442.32,282,13035.0
525262,214.72,132,13599.0
525263,309.82,148,15738.0
525264,40.8,48,13599.0
525265,412.2,124,16168.0
525267,0.0,1,
525268,0.0,1,
525269,4.95,1,
525271,7.75,5,
525276,1371.62,292,
525277,373.65,177,15652.0
525278,590.22,334,13798.0
525279,109.80000000000001,36,14314.0
525280,110.32000000000001,112,15661.0
525281,271.65000000000003,123,14302.0
525282,37.800000000000004,18,17740.0
525283,176.5,110,14282.0
525284,1553.4,612,15061.0
525285,254.39999999999998,188,15061.0
525286,4377.5199999999995,1792,15061.0
525287,176.4,312,15061.0
525288,435.9,114,14440.0
525289,145.2,38,14169.0
525290,215.75,59,18241.0
525291,445.46,602,15241.0
525294,211.18,63,14911.0
525295,273.96000000000004,328,14911.0
525296,301.24,346,15755.0
525297,523.24,270,13715.0
525298,253.55,86,12437.0
525299,942.0,561,18188.0
525300,647.1,565,12516.0
525301,314.4,277,17095.0
525302,447.91999999999996,282,13870.0
525303,635.75,241,15955.0
525304,440.76,460,13798.0
525305,119.85,17,16060.0
525306,531.6,64,12836.0
525307,910.98,611,13408.0
525308,572.45,339,12644.0
525309,467.37,271,18145.0
525310,229.75,89,13177.0
525311,308.45000000000005,66,17975.0
525312,294.65,93,15712.0
525314,287.97,115,17726.0
525315,268.1,98,16040.0
525316,265.84,188,18244.0
525317,1710.82,975,15311.0
525329,157.74,82,17019.0
525335,2816.48,3450,14298.0
525339,445.06,1,
525355,856.06,822,16062.0
525360,597.29,211,15039.0
525362,16.35,3,16062.0
525366,392.34,267,17019.0
525391,590.0500000000001,119,13668.0
525399,10468.8,1,
525401,790.79,584,14844.0
525402,14.98,2,14844.0
525403,2769.9,1,
525404,16.35,3,14844.0
525406,301.99,353,17172.0
525407,426.94,699,15358.0
525408,315.9,264,15240.0
525410,297.84999999999997,246,16393.0
525411,188.9,84,13238.0
525412,305.65,177,13964.0
525413,250.85,89,14470.0
525416,397.44,244,16525.0
525417,35.0,1,12471.0
525418,38.160000000000004,36,15311.0
525419,208.63,1,
525420,510.49,295,16422.0
525421,845.0,196,16019.0
525422,331.73,172,16065.0
525423,10.5,25,16065.0
525424,304.7,122,14322.0
525425,314.67,191,14991.0
525426,360.0,500,12931.0
525427,450.45,231,
525428,410.58000000000004,334,17160.0
525429,210.85,82,15490.0
525430,254.13,208,14663.0
525431,528.96,203,16300.0
525433,134.70000000000002,26,14180.0
525434,193.0,190,14064.0
525435,42.35,59,14064.0
525436,380.15,241,14492.0
525437,236.47,189,14663.0
525438,2486.34,1082,13777.0
525439,946.32,560,13253.0
525440,677.0,532,13777.0
525441,598.5,246,13767.0
525442,267.1,154,14825.0
525443,304.25,288,14085.0
525444,333.24,60,14978.0
525446,413.36,416,17307.0
525447,328.77,359,16348.0
525448,1132.72,715,16938.0
525449,188.94,123,17097.0
525451,359.71,1,
525452,465.6,352,15105.0
525453,358.8,504,14776.0
525455,642.54,318,13800.0
525456,593.52,552,17758.0
525457,20.0,1,18065.0
525458,1516.91,409,
525459,377.71,245,17091.0
525464,159.54,1,
525465,1343.44,1,
525466,126.0,60,17657.0
525467,122.59,107,18041.0
525468,53.65,74,13306.0
525469,99.5,10,17848.0
525472,500.40999999999997,595,16129.0
525473,7044.79,1,
525474,383.48,211,15795.0
525475,2285.31,1,
525476,284.88,151,
525477,334.7,196,15122.0
525478,0.0,122,
525479,315.84000000000003,168,17930.0
525480,0.0,95,
525481,12.850000000000001,3,
525482,1399.36,980,15782.0
525483,691.52,640,16722.0
525484,383.65,209,14350.0
525485,228.0,168,16760.0
525493,238.05,90,17576.0
525494,594.83,226,14540.0
525495,434.9,242,15249.0
525496,273.48,276,15857.0
525497,312.68,240,15128.0
525498,2545.85,1,14156.0
525500,179.95,87,17732.0
525503,2366.4,1,
525504,393.15,123,15808.0
525520,398.96,298,15805.0
525522,0.0,30,
525523,318.05,134,15073.0
525524,855.59,650,15750.0
525526,332.71,295,15194.0
525527,16.35,3,15194.0
525528,287.68,168,13446.0
525543,8.850000000000001,3,17732.0
525564,1106.7,927,13055.0
525565,188.09,123,13468.0
525566,30.0,15,13033.0
525568,208.2,38,14744.0
525569,543.91,249,13952.0
525570,132.44,124,17894.0
525571,1299.85,1007,13707.0
525572,539.1,534,13707.0
525573,373.8,148,16029.0
525575,294.79999999999995,97,14911.0
525576,523.48,260,13012.0
525577,1173.78,757,16253.0
525578,65.3,35,13022.0
525579,463.86,382,17421.0
525581,238.05,78,17243.0
525583,1035.1,317,13093.0
525584,165.60000000000002,40,12889.0
525585,1824.0,4560,13027.0
525596,377.4,200,17706.0
525618,121.69,20,14527.0
525639,1610.76,1492,15934.0
525644,255.20000000000002,96,16239.0
525676,134.3,98,12826.0
525694,529.0,522,17429.0
525696,117.35,79,16437.0
525697,61.28,60,13818.0
525698,1901.15,795,12668.0
525700,669.28,486,16746.0
525701,454.7,410,16384.0
525702,805.2,216,13225.0
525703,38.9,74,16948.0
525704,129.95,72,14810.0
525705,463.49,462,17642.0
525706,399.68,154,17075.0
525707,132.2,74,13571.0
525708,1627.2,480,16210.0
525709,300.13,107,13554.0
525710,375.88,148,16558.0
525711,545.62,656,14085.0
525712,21.7,2,
525713,144.82999999999998,101,13861.0
525714,1018.5,600,13629.0
525715,400.0,136,16307.0
525716,1121.28,646,14329.0
525717,467.33,301,13418.0
525718,429.08,357,
525719,559.2,16,12980.0
525720,360.64,151,17045.0
525721,15.0,1,15973.0
525723,616.5,498,14828.0
525724,5.0,1,
525725,15.8,4,14322.0
525726,81.36,24,17008.0
525727,379.72,302,14657.0
525728,1669.78,1124,16873.0
525729,489.59999999999997,128,13089.0
525730,457.79999999999995,244,15074.0
525731,141.70000000000002,290,16149.0
525732,708.11,376,14156.0
525733,147.65,43,17006.0
525736,93.6,36,13556.0
525737,1.65,1,
525738,210.19,110,16011.0
525739,515.15,247,15078.0
525740,357.8,88,15973.0
525741,107.46000000000001,38,16832.0
525742,310.75,288,14339.0
525743,217.03,141,13423.0
525744,432.3,198,17525.0
525745,210.7,42,13785.0
525746,19.799999999999997,12,13785.0
525747,508.94,330,13382.0
525748,336.37,209,12471.0
525749,335.39,59,18044.0
525750,856.64,602,14682.0
525751,354.3,90,17127.0
525752,21.9,12,
525753,2510.11,816,
525754,376.56000000000006,192,15030.0
525755,1471.08,342,
525756,23.700000000000003,6,17758.0
525757,190.29999999999998,150,12841.0
525760,2990.44,2354,13694.0
525761,929.4,1100,16325.0
525762,186.15,139,16156.0
525763,105.6,64,13694.0
525764,3084.02,1753,12511.0
525765,354.6,198,13013.0
525772,209.05,398,12748.0
525773,17.0,2,12748.0
525787,699.0,456,15638.0
525800,173.55,97,17068.0
525801,68.03,79,17249.0
525803,477.08,444,14490.0
525823,351.3,105,15044.0
525824,90.0,5,12476.0
525825,425.64,464,15858.0
525826,662.4,308,14961.0
525827,501.2,268,14961.0
525828,93.55,38,16928.0
525829,285.78000000000003,74,12986.0
525830,95.88000000000001,48,12986.0
525831,17.0,2,12986.0
525832,458.45,97,14118.0
525833,19.5,1,16928.0
525834,75.0,60,13514.0
525835,183.85000000000002,67,17726.0
525836,545.4000000000001,164,14051.0
525837,382.68,265,17841.0
525838,42.2,14,13552.0
